title,description
QA Engineer,"You will have proven work experience in software development and providing software quality assurance.
 Virtually Human Studios (VHS) in exploring the fringes of…"
QA Engineer,Collaborate across teams and departments to lead other QA in best practices for automation throughout our software development lifecycle that improves overall…
QA Engineer,Collaborate across teams and departments to lead other QA in best practices for automation throughout our software development lifecycle that improves overall…
QA Engineer,"In addition, the individual will support existing software.
 Testing complex software applications: 1 year (Preferred).
 Work as member of a Scrum team."
QA Engineer,"Solid software engineering background, understanding of data structure, basic algorithms, operating systems, and system design concepts."
QA Engineer,"A skilled QA automation engineer can design and write efficient test procedures for every software *.
 We are seeking a talented QA automation engineer to design…"
QA Engineer,"Create integration and system tests, setting patterns that other engineers can follow in order to make the whole team more capable of maintaining those tests."
QA Engineer,"The SW Test Engineer (QE) will be focusing on validating testing software and documenting software development.
 MS Office Suite: 1 year (Preferred)."
QA Engineer,"Analyzes and creates verification tests for software requirements.
 Follows standard operating procedures and software test engineering best practices."
QA Engineer,"Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and…"
QA Engineer,"Work with engineers to bring testing into every stage of the software development process.
 Medical device and pharmaceutical companies need a secure and…"
QA Engineer,"Create integration and system tests, setting patterns that other engineers can follow in order to make the whole team more capable of maintaining those tests."
QA Engineer,"Review software requirements and preparing test scenarios.
 Knowledge of software test design and testing methodologies."
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,"Work with design engineers to troubleshoot issues.
 Be responsible for electronics components software and function testing."
QA Engineer,"Work with design engineers to troubleshoot issues.
 Be responsible for electronics components software and function testing."
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,"Tanner software products through the execution of test strategies.
 Diagnose root causes of software defects and recommend required action."
QA Engineer,"You will work closely with software and systems engineers in debugging and defining corrective actions.
 Four or more years of QA Automation and/or software…"
QA Engineer,We are looking for software engineers who have a passion for designing and coding software for a distributed control system.
QA Engineer,"Building the necessary software/solution to execute and keep track of application quality and performance.
 Act as a core QA team member of the software/data dev…"
QA Engineer,Collaborate across teams and departments to lead other QA in best practices for automation throughout our software development lifecycle that improves overall…
QA Engineer,"Create integration and system tests, setting patterns that other engineers can follow in order to make the whole team more capable of maintaining those tests."
QA Engineer,"A skilled QA automation engineer can design and write efficient test procedures for every software *.
 We are seeking a talented QA automation engineer to design…"
QA Engineer,"Work with engineers to bring testing into every stage of the software development process.
 Medical device and pharmaceutical companies need a secure and…"
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,"Work with design engineers to troubleshoot issues.
 Be responsible for electronics components software and function testing."
QA Engineer,"Review software requirements and preparing test scenarios.
 Knowledge of software test design and testing methodologies."
QA Engineer,"Develop and execute test automation through Cucumber, Java and software test tools.
 A minimum of 3 years’ experience in testing software applications,…"
QA Engineer,"Create integration and system tests, setting patterns that other engineers can follow in order to make the whole team more capable of maintaining those tests."
QA Engineer,We are looking for a Software Engineer in Test or Sr Quality Engineer who can build the knowledge of our systems and implement improvements for our Customer…
QA Engineer,"Review software requirements and preparing test scenarios.
 Knowledge of software test design and testing methodologies."
QA Engineer,"2+ years experience testing desktop software.
 Work with members of the Development team to ensure that the software has minimal defects and provides the desired…"
QA Engineer,"Review software requirements and preparing test scenarios.
 Knowledge of software test design and testing methodologies."
QA Engineer,"Analyzes and creates verification tests for software requirements.
 Follows standard operating procedures and software test engineering best practices."
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,Perform software testing in support of capability development and sustainment within customer software development environments following best business…
QA Engineer,"4+ years of experience as a professional software engineer working with test automation tools and frameworks.
 A commitment to building good software."
QA Engineer,"Proven work experience in software quality assurance.
 Key focuses on this role will be to document and plan test procedures for the product to ensure releases…"
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,"Create integration and system tests, setting patterns that other engineers can follow in order to make the whole team more capable of maintaining those tests."
QA Engineer,"As a ‘Test Automation Engineer II’ you will be an integral member of our client's software development team, testing best-in-class advancements to our products."
QA Engineer,"A skilled QA automation engineer can design and write efficient test procedures for every software *.
 We are seeking a talented QA automation engineer to design…"
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,"Proven work experience in software quality assurance.
 Key focuses on this role will be to document and plan test procedures for the product to ensure releases…"
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,"Create and maintain Jenkins based software build pipelines.
 Bachelor in computer science, software engineering or the equivalent.
 Net Core or OOP equivalent."
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,"Work with design engineers to troubleshoot issues.
 Be responsible for electronics components software and function testing."
QA Engineer,"Work in Scrum (Agile) teams within the software group, closely coordinating with software developers, systems analysts, and software project managers."
QA Engineer,"Solid software engineering background, understanding of data structure, basic algorithms, operating systems, and system design concepts."
QA Engineer,"Pair with software engineers to identify and prevent gaps with automation/regression coverage and even build frameworks.
 Experience testing products from BE/FE."
QA Engineer,"Create integration and system tests, setting patterns that other engineers can follow in order to make the whole team more capable of maintaining those tests."
QA Engineer,"A skilled QA automation engineer can design and write efficient test procedures for every software *.
 We are seeking a talented QA automation engineer to design…"
QA Engineer,"Review software requirements and preparing test scenarios.
 Knowledge of software test design and testing methodologies."
QA Engineer,"Review software requirements and preparing test scenarios.
 Knowledge of software test design and testing methodologies."
QA Engineer,"Work with design engineers to troubleshoot issues.
 Be responsible for electronics components software and function testing."
QA Engineer,"3+ Years work experience in software testing and quality assurance.
 You will be working with the QA team and customers to identify and test software issues, and…"
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,"Create and maintain Jenkins based software build pipelines.
 Bachelor in computer science, software engineering or the equivalent.
 Net Core or OOP equivalent."
QA Engineer,"Develop and execute test automation through Cucumber, Java and software test tools.
 A minimum of 3 years’ experience in testing software applications,…"
QA Engineer,The test engineer will operate as part of a Scrum team and will be expected to troubleshoot identified issues in order to relay sufficient information about the…
QA Engineer,"As a ‘Test Automation Engineer II’ you will be an integral member of our client's software development team, testing best-in-class advancements to our products."
QA Engineer,"Work with design engineers to troubleshoot issues.
 Be responsible for electronics components software and function testing."
QA Engineer,"Work with design engineers to troubleshoot issues.
 Be responsible for electronics components software and function testing."
QA Engineer,We are looking for software engineers who have a passion for designing and coding software for a distributed control system.
QA Engineer,"Create integration and system tests, setting patterns that other engineers can follow in order to make the whole team more capable of maintaining those tests."
QA Engineer,"Work with design engineers to troubleshoot issues.
 Be responsible for electronics components software and function testing."
QA Engineer,"Review software requirements and preparing test scenarios.
 Knowledge of software test design and testing methodologies."
QA Engineer,"Develop and execute test automation through Cucumber, Java and software test tools.
 A minimum of 3 years’ experience in testing software applications,…"
QA Engineer,"Work with design engineers to troubleshoot issues.
 Be responsible for electronics components software and function testing."
QA Engineer,"As a ‘Test Automation Engineer II’ you will be an integral member of our client's software development team, testing best-in-class advancements to our products."
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,"Proven work experience in software quality assurance.
 Key focuses on this role will be to document and plan test procedures for the product to ensure releases…"
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,"Work with design engineers to troubleshoot issues.
 Be responsible for electronics components software and function testing."
QA Engineer,You would also research and implement tools and technology to enable testing of custom applications and integrations with 3rd party software.
QA Engineer,"Contribute to software release process definition.
 File and track bugs throughout the software lifecycle.
 Perform hands-on testing of system embedded software."
QA Engineer,"Certify software functionality for new Production releases.
 Work with Integration Build teams to manage Dev, QA and production release of software."
QA Engineer,"5+ years of related professional experience in software testing.
 Write and maintain system level test cases to verify the software.
 Temporarily due to COVID-19."
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,"Strong knowledge of software QA methodologies, tools, and processes.
 Working closely with software developers you will review requirements specifications in an…"
QA Engineer,Proven experience in commercial software development using object-oriented design methodology and in Java or other programming languages.
QA Engineer,Collaborate across teams and departments to lead other QA in best practices for automation throughout our software development lifecycle that improves overall…
QA Engineer,"Our goal is to modernize document creation with software that’s easy to use, fast, and reliable.
 FormSwift develops tools that make it easy to create, edit, and…"
QA Engineer,"Experience working on complex software projects.
 2+ years experience as a DevOps engineer.
 Guide developers and engineers on DevOps best practices."
QA Engineer,"As a talented Software Test Engineer, you will be a part of our SCRUM team, responsible for testing current windows-based software, web applications, and…"
QA Engineer,"To support this quick cycle, and to ensure the reliability of our software, we have a comprehensive, automated test pipeline."
QA Engineer,"Work closely with software engineers to test features, updates, and bugfixes.
 Perform manual and automated testing.
 Document test cases and test plans."
QA Engineer,Collaborate across teams and departments to lead other QA in best practices for automation throughout our software development lifecycle that improves overall…
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,"5+ years of related professional experience in software testing.
 Write and maintain system level test cases to verify the software.
 Temporarily due to COVID-19."
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,"Work with design engineers to troubleshoot issues.
 Be responsible for electronics components software and function testing."
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,"Someone with solid software engineering test skills and automation frameworks such as Selenium.
 Flores uses proprietary software programs that are developed and…"
QA Engineer,"Create integration and system tests, setting patterns that other engineers can follow in order to make the whole team more capable of maintaining those tests."
QA Engineer,"Proven work experience in software quality assurance.
 Key focuses on this role will be to document and plan test procedures for the product to ensure releases…"
QA Engineer,"3+ Years work experience in software testing and quality assurance.
 You will be working with the QA team and customers to identify and test software issues, and…"
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,Gathering business requirements from customer and suggest enhancements from end-user perspective and then sign off for development.
QA Engineer,"Create integration and system tests, setting patterns that other engineers can follow in order to make the whole team more capable of maintaining those tests."
QA Engineer,"Auction.com is continuing to hire for all open roles with all interviewing and on-boarding done virtually due to COVID-19.
 Experience with REST API Testing."
QA Engineer,"As our Test Engineer, you will work with product delivery teams testing newly developed software while identifying risks along the way."
QA Engineer,"The candidate's activities will include performing software and requirement analysis, collaborate with systems engineers and software developers in planning,…"
QA Engineer,"Solid software engineering background, understanding of data structure, basic algorithms, operating systems, and system design concepts."
QA Engineer,"As a ‘Test Automation Engineer II’ you will be an integral member of our client's software development team, testing best-in-class advancements to our products."
QA Engineer,"Experience with bug tracking software and best practices.
 Entry to mid-level experience testing in an Agile environment (or development equivalent)."
QA Engineer,"Experience in software and test development for algorithmic technology, embedded software, firmware or device drivers."
QA Engineer,"Work with design engineers to troubleshoot issues.
 Be responsible for electronics components software and function testing."
QA Engineer,"Proven work experience in software quality assurance.
 On a mission to connect communities and local leaders through technology, PrimeGov is looking for a…"
QA Engineer,"Ensure high quality software is delivered in each release.
 Participate in agile scrum to inject quality into the entire software delivery lifecycle."
QA Engineer,"2+ years of professional software engineering experience.
 You will be working with embedded software (firmware), hardware, mobile apps and cloud engineers to…"
QA Engineer,Collaborate across teams and departments to lead other QA in best practices for automation throughout our software development lifecycle that improves overall…
QA Engineer,"Develop and execute test automation through Cucumber, Java and software test tools.
 A minimum of 3 years’ experience in testing software applications,…"
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,"Work with design engineers to troubleshoot issues.
 Be responsible for electronics components software and function testing."
QA Engineer,"Create and maintain Jenkins based software build pipelines.
 Bachelor in computer science, software engineering or the equivalent.
 Net Core or OOP equivalent."
QA Engineer,"You will work with software test architects and software engineers, you will create test cases and test plans, and you will develop smoke tests, regression…"
QA Engineer,"Work with design engineers to troubleshoot issues.
 Be responsible for electronics components software and function testing."
QA Engineer,"Work with design engineers to troubleshoot issues.
 Be responsible for electronics components software and function testing."
QA Engineer,"Experience developing and testing software in an Agile environment.
 The candidate should be a well-rounded test engineer with broad experiences but with a…"
QA Engineer,"Researches and reports all software anomalies in bug tracking software.
 Researches software issues and creates software service bulletins to alert service,…"
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,We are looking for software engineers who have a passion for designing and coding software for a distributed control system.
QA Engineer,"Work with design engineers to troubleshoot issues.
 Be responsible for electronics components software and function testing."
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,"Follow agile principles to deliver high quality software.
 Test software features using various functional and non-functional testing methodologies."
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,"5+ years of related professional experience in software testing.
 Write and maintain system level test cases to verify the software.
 Temporarily due to COVID-19."
QA Engineer,"Create integration and system tests, setting patterns that other engineers can follow in order to make the whole team more capable of maintaining those tests."
QA Engineer,We are looking for software engineers who have a passion for designing and coding software for a distributed control system.
QA Engineer,"Review software requirements and preparing test scenarios.
 Knowledge of software test design and testing methodologies."
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,"Testing various software and applications on both PC and mobile emulators.
 The candidate must possess the knowledge, skills, and hands-on experience to test…"
QA Engineer,"5+ years of related professional experience in software testing.
 Write and maintain system level test cases to verify the software.
 Temporarily due to COVID-19."
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,"Review software requirements and preparing test scenarios.
 Knowledge of software test design and testing methodologies."
QA Engineer,We are looking for software engineers who have a passion for designing and coding software for a distributed control system.
QA Engineer,"Technology-wise, the ERP software engineering team uses a Microsoft .
 Candidates should also have an understanding of the following areas of software quality…"
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,"As a ‘Test Automation Engineer II’ you will be an integral member of our client's software development team, testing best-in-class advancements to our products."
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,The SW Test Engineer (QE) will be focusing on the development of testing software and documenting software test method development and execution.
QA Engineer,"As a ‘Test Automation Engineer II’ you will be an integral member of our client's software development team, testing best-in-class advancements to our products."
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,"A skilled QA automation engineer can design and write efficient test procedures for every software *.
 We are seeking a talented QA automation engineer to design…"
QA Engineer,"Work with design engineers to troubleshoot issues.
 Be responsible for electronics components software and function testing."
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,"The candidate needs to have strong C++ and Java software development abilities.
 The selected candidate(s) will support the Software Development Team with…"
QA Engineer,"Experience with Agile software development methodology, particularly Scrum.
 At least 3-5 years of software QA experience."
QA Engineer,"As a ‘Test Automation Engineer II’ you will be an integral member of our client's software development team, testing best-in-class advancements to our products."
QA Engineer,We are looking for software engineers who have a passion for designing and coding software for a distributed control system.
QA Engineer,"Develop and execute test automation through Cucumber, Java and software test tools.
 A minimum of 3 years’ experience in testing software applications,…"
QA Engineer,"Create integration and system tests, setting patterns that other engineers can follow in order to make the whole team more capable of maintaining those tests."
QA Engineer,Collaborate across teams and departments to lead other QA in best practices for automation throughout our software development lifecycle that improves overall…
QA Engineer,"As a ‘Test Automation Engineer II’ you will be an integral member of our client's software development team, testing best-in-class advancements to our products."
QA Engineer,"QA Automation Engineer Glendale, CA Contract Opportunity Job Duties * 50% Functional Testing, 50% Automation Testing (where there is an opportunity) * 5+ years of experience as a QA engineer with automation experience * Must work in Agile teams for 2+ years * Automation Experience is a must - Need to have Selenium Experience (No Record and playback) * Is familiar with BDD and/or Cucumber * Needs to have strong Web Services and Web Application Testing experience. * Must be able to show strong QA characteristics at all levels - Requirements gathering, test methodology, execution, release. * Must have excellent communication skills, is comfortable reaching out across teams as needed for clarification, etc. (Candidate will need to represent QA in agile teams) * Good to have: GIT, Maven, CI Tools (Jenkins and Bamboo) * Has worked with Rally * Has worked with Java and C++ Applications -Qualified candidates should send their updated resume to Molly Rhoades, MRhoades@genuent.net .Net, Agile, C++, GIT, Java, Jenkins, QA, Release, Testing"
QA Engineer,"Education and Experience• BS in Electrical Engineering with minimum of five years of quality assurance engineering experience.• Experience in electromechanical production environments solving conformance related issues• Experience maintaining ISO compliance• Strong statistical and analytical experience with application to quality improvement• Experience in Lean manufacturing techniques• Six Sigma Green Belt certification or equivalent experience is a plus• Functional experience using MRP software• Strong knowledge and prior experience working with Federal Department of Defense (DOD)/US Navy/Military (MIL), etc., and government contracting requirements.Skills, Knowledge and Conditions • Excellent computer skills with strong proficiency in Windows™ interface, Microsoft Office™ package (Microsoft Outlook®, Microsoft Excel®, Microsoft Word®, Microsoft PowerPoint®, Microsoft Access®), Microsoft Project®.• Strong understanding of Government contracting requirements, such as FAR, ITAR, etc., and demonstrated knowledge of business challenges and opportunities driven by technology and regulations unique to the Defense market. • Exceptional interpersonal, leadership and decision making skills.• Excellent analytical, project management and organizational skills with keen attention to detail. • Strong written and verbal communication and presentation skills. • Must be able to exhibit a positive attitude and communicate clearly and effectively, and, most importantly, promote collaboration among the team by listening intently to what others are saying, taking time to understand the points being made, asking questions when appropriate, and allowing others to speak without interruption. • Must be available to travel.• Must be able to obtain a security clearance, if required.If you have any questions please feel free to contact me at: (781) 486 6432, my name is Nick  Lean manufacturing techniques, Six Sigma Green Belt certification or equivalent, Functional experience using MRP software"
QA Engineer,"Our client in the Burlington area is looking for a QA Engineer to develop test plans, test cases and executes manual and automated testing for web applications. the ideal candidate will have experience with the following: -5 years of QA experience, preferably supporting multi-tiered web enabled applications and systems -Strong database SQL scripting knowledge -Thorough knowledge in Software testing life cycle & Test processes Job Requirements White Box Testing, Black Box Tester, QA - Quality Assurance Analyst, Automated, Database, QA, Quality Assurance, SQL, Tester, Testing"
QA Engineer,"At JLG Technologies we create products to help correctional facilities monitor their inmate telephone systems. Our products identify the calls and expose inmates who try to engage in further criminal activity, import contraband, or pose a safety and security risk to the facility or to members of the public through their use of the inmate telephone. What makes our products unique and exciting to work on is their ability to leverage biometric information and big data. We work with cutting-edge technologies in the areas of: signal processing, speech and voice analysis, data mining, and machine learning. We are constantly engaged in technology transfer, which presents the challenge and opportunity to innovate.The Software Test Engineer contributes to all facets of the development, maintenance, and support of JLG Technologies products and integration with third party systems and applications. You’ll be working in an entrepreneurial culture, helping to develop large scale voice processing applications. Our applications process enormous amounts of data critical to our customers’ missions 24x7.You’ll work closely with Product Management, R&D, and Development to perform technology transfer, applying the latest research to enhance our products. You’ll be focused on understanding the product & feature requirements and helping our engineering teams ensure quality software through all stages of the process. You’ll be writing automated test cases and performing manual tests of our back-end server software, middle-tier APIs, and front-end web-based UI. You’ll work with our customer’s QA departments to help them understand, develop, and execute manual or automated integration tests with our software.Responsibilities included but not limited to:Design, Document, and Implement test processes and procedures.Develop, Document, and Implement test plans, automation, and validation strategies.Hands-on manual testing, smoke testing, black-box, and regression testing.Identify and investigate issues found during testing. Create and submit detailed defect reports and work closely with software developers to resolve issues.Develop and maintain automated test scripts.Develop and maintain product documentation (software test descriptions, release notes, tutorials, instructions, and/or best practices) Document validation and verification manual tests for external and internal users.Participates in medium scale, complex, cross functional projects.Teach & Mentor other engineers in your areas of expertise. Leverage ideas from the community and adapt them for use in our systems. QA Quality Assurance"
QA Engineer,"Quality Assurance AnalystThe services are requested to assist with the testing and documentation of an application that is being built by a team of business experts, business analysts and developers.  The application under development is a web based system for resolving infractions through an online disposition process for the Centralized Infraction Bureau.  All testing is done manually; results and defects are recorded and managed using MS Visual Studio Team Foundation Services. The testing will be conducted as part of an Agile team framework.  Scope of ServicesThe scope of services required for the Business Analyst: Translate Formal Specifications Documents into test cases and plans. Responsible for working closely with other project personnel to communicate requirements and test results using an iterative development process. Perform enhancement/release testing on a tiered application Validate database updates by writing, running and analyzing SQL queries Manually enter test cases based on test plans Document application defects found during testing in a defect tracking application (VS-TFS) Ensure that quality processes are carried out through all phases of the Software development lifecycle Estimate quality assurance effort on approved requirements Responsible for conducting testing, and working with business to ensure that functionality is designed correctly, as well as business testers for user acceptance testing.  Participate in walkthroughs with development and technical staff, and working with this staff to ensure requirements are incorporated into systems design and testing. Act as liaison between IT staff and business users to resolve discrepancies, address requirements, questions, and issues. Must understand and follow all Judicial Branch technology standards. Provide required status reports and management updates The minimum skills and experience levels required for a candidate to be considered for this position include: 1 year of experience with computer systems. Solid knowledge of testing processes and experience in all phases of the Systems Development Lifecycle is required. Agile experience is preferred. Strong analysis, problem solving and design skills. Experience in testing and quality assurance of automated applications. Experience with data analysis, relational database design, web and .net applications. Experience in working with integration with legacy systems a plus. Clear thinking, flexibility in working relationships and decision making, ability to set individual priorities, be self-directed, and work in a team environment. Experience in utilizing data stored in a SQL Server database, including writing queries and scripts Experience with large multi-disciplined systems. Excellent change management skills with the ability to recognize scope change requests and provide recommendations and clear documentation for executive review and action. Excellent communication skills and the ability to work with limited direction Proven attention to detail and quality Ability to work with staff of varying skill levels (both technical and non-technical) Knowledge of the technical impact of SQL Server database, HTML, XML, SQL Reporting Services and .NET Framework on application testing as well as knowledge of legal procedures and terminology preferred.  Flexibility to meet the challenges of an ever-changing environmentFor more information please contact Erica Johns at 860-387-7116. Since 1995, iTech Solutions Inc., has been providing IT Consulting and Direct Hire Services to the Insurance, Financial, Communications, Manufacturing  and Government sectors with local offices in Connecticut, Minnesota, Colorado,  Massachusetts, Tennessee, and New Jersey / Pennsylvania area. Our recruiting strategy is simple, if you want to find qualified IT professionals then use IT professionals to find them.   So at iTech Solutions,  our personnel are all career IT professionals with a wide range of IT experience.  We can honestly say our staff understands the technologies, the complexities of finding and selecting the appropriate personnel and the pressures of running successful IT projects.  (Other Job Titles Include: SR QA, SR Tester, Senior Quality Assurance Analyst/Tester, QA, Tester, Quality Assurance Analyst/Tester, Quality Analyst/Tester, WinRunner, TestDirector, QuickTest Professional, LoadRunner, Quality Center, Performance Center, Mercury Tools QA ) (QA over 1 year(s) OR QUALITY ASSURANCE over 1 year(s) ) AND(TEST CASE OR TEST PLAN ) AND(MANUAL ) AND (AGILE )"
QA Engineer,"Our client is seeking a highly experience QA Automation Engineer. In this position you will be a member of an engineering team who will design and implement automation frameworks, monitoring tools and test scripts to exercise new features of their enterprise software.Skills:Experience in developing test automation solutions using tools / frameworks like Selenium / Webdriver, NightwatchJS, JMeter, SoapUI, Junit, TestNG, Appium, Calabash, etcAbility to design, develop and execute automation scripts to perform integration and end-to-end testingKnowledge of testing methodology and types of tests (e.g., unit testing, integration testing, regression etc)Experience with a scripting language (e.g., Perl, Python)Knowledge of SQL and/or NoSQL database.Working knowledge of Jenkins CI and CD environmentAbility to use cloud services (experience with AWS is required)Excellent written and verbal communication, reporting, debugging and problem solving skillsMeticulous and detail oriented3+ years’ experience in testing distributed applications, both execution and test case creationBS CS or equivalent work experience Bonus Points if you:worked with tools to test mobile applicationsHave worked with distributed applicationsHave familiarity with Cassandra CompensationSalary commensurate with experience.A position in this company comes with the following benefits:Stock options Strong health and dental plans401k Automation, Selenium, NightwatchJS, JMeter, Perl, Python, SQL"
QA Engineer,"Madison Resources is looking for a Quality Assurance Engineer to work in our Development Group.  The successful candidate will work with the existing staff to develop test automation for our web and client server products.  This position requires extensive knowledge of web and client server applications and designing and automating end to end regression tests along with continuous integration in an Agile/Scrum environment.A significant component of this position will be estimating, planning, and coordinating testing activities. You will also ensure that quality issues and defects are appropriately identified, documented, tracked, and resolved in our defect tracking system.If you have a passion for Quality Assurance and test automation, enjoy working with a team of developers, are driven and interested in recommending and implementing solutions, then we want to talk to you!Responsibilities:Review requirements specifications and technical design documents to provide timely and meaningful feedbackCreate detailed, comprehensive and well-structured test plans and test casesEstimate, prioritize, plan, and coordinate testing activitiesDesign, develop and execute automation scripts using 3rd party toolsIdentify, record, document thoroughly and track bugsPerform thorough regression testing when bugs are resolvedProvide frequent communication to colleaguesStrong grasp of security principlesProblem solving abilities and outstanding communication skillsRequirements:BS/MS degree in Computer Science, Engineering or a related subjectProven working experience in software developmentProven working experience in software quality assuranceStrong knowledge of software QA methodologies, automation tools, and processesExperience in writing clear, concise and comprehensive test plans and test casesHands-on experience with both positive and negative testingHands-on experience with automated testing toolsSolid knowledge of SQL and scriptingExperience working in an Agile/Scrum development processExperience with performance and/or security testing is a plusAbout Us:Madison Resources is a leading provider of payroll funding and back office services to the staffing industry.  With over 25 years of experience, our top priority is building and maintaining satisfying long term relationships with our clients. We offer a full benefits package that includes medical and dental, generous paid time off, company paid life insurance, short term and long term disability, 401k, and so much more! Madison Resources is an Equal Opportunity Employer Software Development, QA, Agile, SQL"
QA Engineer,"Job Title: QA EngineerLocation: Westbrook, MEDuration: 3 MonthsOur client is in need of a QA/Test Lead Experience to assist in testing activities associated with a workforce management application that is part of the Salesforce deliverable. The goal of this project is to select and implement a Workforce Management application for Diagnostics and Digital FSRs. This tool will allow the FSRs to plan and execute their day-to-day field activities in alignment with team strategy. Salesforce consultants are implementing the solution including QA planning, and a third party will be in charge of executing and coordinating the testing for IT and UAT business partners.The ideal candidate will have a strong background in Quality assurance and prior experience leading/driving testing initiatives.Experience with Salesforce desirable and candidates interested in converting to full time employment are highly desired.The Company is an equal opportunity employer and makes employment decisions on the basis of merit and business needs. The Company will consider all qualified applicants for employment without regard to race, color, religious creed, citizenship, national origin, ancestry, age, sex, sexual orientation, genetic information, physical or mental disability, veteran or marital status, or any other class protected by law. To comply with applicable laws ensuring equal employment opportunities to qualified individuals with a disability, the Company will make reasonable accommodations for the known physical or mental limitations of an otherwise qualified individual with a disability who is an applicant or an employee unless undue hardship to the Company would result. Please refer to Job Description"
