title,description
Software Engineer,"- Write and test code according to technical documentation;
- Support, maintain and document software functionality;
- Stay organized to achieve mission and purpose, goals and objectives;
- Work hard towards self-development."
Software Engineer,"- Be responsible for design, development and debugging of software
applications;
- Be involved in problem identification, design specifications,
development and testing;
- Work on complex problems where analysis of situations or data requires
an in-depth evaluation of various factors;
- Design and implement sophisticated algorithms to solve complex
problems."
Software Engineer,"- Develop new Web applications and database-driven Web interfaces;
- Develop external Web portal allowing users to input and retrieve
information;
- Integrate Web portal with online payment platforms and internal
systems;
- Maintain and enhance existing Web resources;
- Perform complete testing of Web applications unit and system."
Software Engineer,"- Participate in software and database design; 
- Effectively communicate with management and team members;
- Develop applications according to technical documentation."
Software Engineer,"- Perform complex software engineering duties including the full-range of
programming tasks: problem analysis, solution determination, code design
and development, integration, test, modification and documentation;
- Plan and participate in software systems development from inception to
completion, including gaining customer acceptance;
- Assist in the preparation of design specifications;
- Design and code software components for Java-based Web Applications;
- Design and implement RDBMS schemas and data access components;
- Develop strategies for deployment of high performance RDBMS
operations;
- Create logic flowcharts and block diagrams;
- Coordinate and develop project concepts, objectives, specifications and
resource needs;
- Define test schedules and test data requirements;
- Recommend test controls, strategies and equipment;
- Prepare design proposals to reflect cost, schedule and technical
approach;
- Develop technical and cost data and assist in writing new business
proposals;
- Monitor project status and progress. May manage budget and schedule for
software engineering tasks;
- Interface with customers, contractors and marketing vendors as
required;
- Evaluate vendor capabilities to provide required products or services;
- Consult with other Engineers to evaluate hardware/ software interfaces
and optional performance requirements;
- Conduct and participate in in-house design reviews and technical
meetings;
- Organize and coordinate programming tasks assigned to other Software
Engineers;
- Provide technical guidance to lower level programming personnel;
- Keep informed of improvements in software engineering techniques;
- Show commitment to Company values, ethics, safety, security, labor
charging, and quality;
- May participate in total quality management/ continuous process
improvement teams;
- Perform other Software Engineering tasks as required by the Company
management."
Software Engineer,"- Participate in the analysis, design, development, test, modification
and integration of software systems or subsystems for designated products
and/or customer applications;
- Design and code software components for Java-based Web Applications;
- Design and implement RDBMS schemas and data access components;
- Develop strategies for deployment of high performance RDBMS
operations;
- Develop software requirements, related design and code;
- Perform software testing;
- Apply and maintain quality standards;
- Assess severity of problems, determine corrective action, resolve
technical problems, perform fault isolation and implement solutions;
- Revise and update programs and documentation, including reviewing
schedules and milestones;
- Assist in specification preparation and the assessment of products;
- Assist in the writing of reports, manuals and procedures;
- Keep abreast of improvements in programming techniques;
- Show commitment to company values, ethics, safety, security, labor
charging and quality;
- May participate in total quality management/ continuous process
improvement teams;
- Perform other software engineering tasks as required by the Company
management."
Software Engineer,"- Create the best project management software on the market;
- Perform software development, test case development and usability of
products;
- Assist with integration services related to the AtTask product;
- Work in a scrum project framework."
Software Engineer,"- Collaborate with key team members in developing new products;
- Study different existing products and help other team members in bug
fixing;
- Enhance existing programs by identifying areas for improvement; 
- Be flexible in learning and applying different programming languages
and technologies;
- Constantly update technical knowledge and skills;
- Be efficient in the use of memory and CPU time;
- Employ a good code writing style that includes proper naming and
sufficient comments;
- Update/write technical documentation on codes and algorithms;
- Work productively as a key member of a software development team;
- Actively participate in discussions regarding technical issues;
- May have to travel to USA or other countries to work with other team
members."
Software Engineer,"- Develop Web applications with PHP;
- Read, understand and modify the existing code;
- Work as part of a software development team;
- Communicate with management and team members effectively."
Software Engineer,"- Participate in the analysis, design, development, test, modification
and integration of software systems or subsystems for designated products
and/or customer applications;
- Design and code software components for Java-based Web Applications;
- Design and implement RDBMS schemas and data access components;
- Develop strategies for deployment of high performance RDBMS
operations;
- Develop software requirements, related design and code;
- Perform software testing;
- Apply and maintain quality standards;
- Assess severity of problems, determine corrective action, resolve
technical problems, perform fault isolation and implement solutions;
- Revise and update programs and documentation, including reviewing
schedules and milestones;
- Assist in specification preparation and the assessment of products;
- Assist in the writing of reports, manuals and procedures;
- Keep abreast of improvements in programming techniques;
- Show commitment to company values, ethics, safety, security, labor
charging and quality;
- May participate in total quality management/ continuous process
improvement teams;
- Perform other software engineering tasks as required by the Company
management."
Software Engineer,"- Translate design requirements and specifications into robust
implementations;
- Design, proto-type, develop and manage the technical aspects of the
software; 
- Perform the assigned tasks in the precise and timely manner and quality
assurance tasks (developers testing);
- Document the software products that will be produced;
- Develop user interface ideas;
- Work closely with the Requirements and Quality Assurance Teams during
User Acceptance Testing;
- Develop, test and maintain high-quality, secure Web database and Web
portal applications;
- Troubleshoot and resolve issues with production software and services;
- Collaborate with QA and documentation personnel in developing test
planning and user documentation; 
- Conduct the broad research of the technologies available in the market
delivers cutting edge solutions to employ in the daily work of his/her
team."
Software Engineer,"- Work with the Senior Architect in the US and Armenia to get aligned
with product roadmaps and assume a key role in the development of these
products;
- Design, proto-type, develop and thoroughly unit test before submitting
to QA;
- Write technical and functional specifications and present them to the
other team members and occasionally to the management;
- Work with the Quality Assurance team to develop and maintain unit tests
based on product functional specifications."
Software Engineer,"- Participate in all the steps of the software project, from design to
integration;
- Analyze and investigate architectural defects of existing projects;
- Implement features;
- Fix problems."
Software Engineer,"- Participate in software development;
- Work as part of a software development team."
Software Engineer,"- Design and develop new software solutions to improve and streamline the
bank's processes and handle current issues;
- Design and develop new software solutions to run new processes and
applications initiated by the bank's departments;
- Present status and performance reports to the line management."
Software Engineer,"- Participate in all cycles of software design and development;
- Read, understand and modify the existing code;
- Work as part of a software development team;
- Be flexible in learning and applying different programming languages
and technologies;
- Be able to develop high quality and clean code, apply proper language
constructions and use quality algorithms."
Software Engineer,"- Work within an Agile development process;
- Perform coding on .NET platform;
- Be responsible for unit testing, automated testing;
- Write test cases and plans;
- Produce technical documentation."
Software Engineer,"- Analyze given task and provide expertise to interested parties;
- Develop software based on requirements;
- Develop unit tests for developed software;
- Provide task estimates to interested parties;
- Identify possible risks and report them;
- Accurately resolve (test after resolution) assigned requests, report
their statuses;
- Provide technical documentation for developed software."
Software Engineer,"- Maintain Intranet or Extranet-based applications using the experience
with a variety of network technologies;
- Research, track, and understand new web technologies to maintain
service applications and intranet and external internet-related systems;
- Build applications using Internet and Windows development tools;
- Provide written design documents, test plans and test results;
- Manage, develop, integrate and implement web related applications
components;
- Play a direct role in programming, maintenance, technical support,
documentation and administration of web applications;
- Establish and communicate standards to ensure continuity of web
applications;
- Work with outside vendors in developing tests to ensure feature
functionality;
- Make translations and edit relevant materials provided by the Council
to be posted on the website;
- Uploading materials;
- Create links to other relevant websites;
- Perform other related duties as assigned."
Software Engineer,"- Participate in all the steps of the software project, from design to
integration;
- Analyze and investigate architectural defects of existing projects;
- Implement features;
- Fix problems."
Software Engineer,"- Design, develop and test software applications;
- Understand and modify the existing code;
- Find and fix bugs in existing code;
- Provide technical support and assistance;
- Communicate with management and team members effectively."
Software Engineer,"- Develop and implement new information technologies and software;
- Be responsible for effective solution for the problems the bank has:
study the possibilities of using new software, be responsible for
development and automation of new software in case of necessity;
- Develop and implement appropriate software tools (modules) within
frames of operating system used by the bank which comes both from
interest of different structural units orders as well as of the banks;
- Implement changes and improvements to existing software modules, if
necessary;
- Be responsible for development and automation of software systems
Bank-Client and Internet-Bank for remote control of customer
service;
- Develop various information processing systems, like LanHello,
TouchScreen, SMS Banking and other systems in order to provide necessary
information to customers."
Software Engineer,"- Find and fix bugs in existing code;
- Provide technical support and assistance;
- Modify ADEI interface according to the requirements of CRD scientists;
- Implement data analysis modules helping to understand the properties of
the time series and correlation between them;
- Optimize data analysis code by utilizing parallel resources of nowadays
computers, like SIMD instructions, multicore CPUs, and GpGPU computing;
- Participate in the design and implementation of a new HTML5-based
interface;
- Present product at international scientific conferences."
Software Engineer,"- Design, implement and test new software;
- Support and maintain the existing software;
- Work as part of a multi-disciplined team;
- Produce both design and user documentation;
- Contribute to the solving of test problems/ requirements;
- Communicate with other engineers;
- Communicate with Epygi customers worldwide;
- Perform other duties as assigned."
Software Engineer,"- Participate in all the steps of the software project, from design to
integration;
- Analyze and investigate architectural defects of existing projects;
- Implement features;
- Fix problems."
Software Engineer,"- Create the best project management software on the market;
- Perform software development, test case development and usability of
products;
- Work in a scrum project framework."
Software Engineer,"- Perform automatization of the tasks of financial-economic direction;
- Define problems;
- Develop data base structure;
- Develop front end;
- Develop functional testing;
- Implement own and outsourcing developers in technical exploitation."
Software Engineer,"- Follow companies guidelines for product development, perform all the
steps of the software development and verification including requirements
collection/ analysis, test plan implementation, technical writing to
features/ tests development, bug fixing and integration;
- Actively participate in project discussions regarding technical
questions, planning, share knowledge, view points and provide a fair
evaluation of differing opinion;
- Plan the daily work, communicate with management and with team members
on statuses, issues;
- Work productively as part of a large team."
Software Engineer,"- Develop and test functional requirements;
- Test new products and modules interfaces and functionality;
- Assess risk and impact on the existing system that may arise due to any
requirements or functional changes;
- Design database architecture based on project requirements;
- Develop store procedures and queries;
- Test and deploy applications;
- Implement core modules, common frameworks;
- Prepare easy usable install packages;
- Modify all existing services based on new business or technical
requirements or changes;
- Provide second level support to the developed applications during the
contract period;
- Ensure the documentation of developed applications;
- Ensure applications refactoring and optimization."
Software Engineer,"Work in .NET 2.0 environment, with intention of
migrating some features (such as the GUI and the Web-Services) to .NET
4.0 in the near future."
Software Engineer,"- Write and test the written PHP and MySQL code using internationally
accepted design patters;
- Work both independently and as part of a software development team when
necessary;
- Provide technical support and assistance, if requested."
Software Engineer,"This position will require but not be limited to
the following roles:
- Develop and maintain software applications in accordance with given
specifications;
- Participate in project planning;
- Work collaboratively and effectively on team projects;
- Be flexible in learning new technologies."
Software Engineer,"- Work with the Senior Architect in the US to get aligned with product
roadmaps and assume a key role in the development of these products;
- Design, proto-type, develop, and thoroughly unit the test before
submitting to QA;
- Write technical and functional specifications and present them to the
other team members and occasionally to the management;
- Work with the Quality Assurance team to develop and maintain unit tests
based on product functional specifications."
Software Engineer,"- Work within an Agile development environment;
- Perform coding on .NET platform;
- Be responsible for unit testing and automated testing;
- Write test cases and plans;
- Produce technical documentation."
Software Engineer,"Research, design and implement efficient
algorithmic applications for physical verification of complex ICs."
Software Engineer,"Research, design and implement efficient
algorithmic applications for physical verification of complex ICs."
Software Engineer,"Research, design and implement efficient
algorithmic applications for physical verification of complex ICs."
Software Engineer,"- Develop and submit software code according to technical requirements of
system architect;
- Develop software specifications for company's products;
- Perform other tasks assigned by System Architect."
Software Engineer,"- Design and develop desktop and web-based applications;
- Work on products technical choice and specifications;
- Ensure weekly reports on the projects;
- Prepare testing and technical documentation."
Software Engineer,"- Participate in development of new and existing projects;
- Participate in functional specs preparation/ review process;
- Develop high quality and clean code, applying proper language
constructions and useing quality;
- Architect and integrate various components that make up a complex
tiered application;
-  Perform some day to day operational work, e.g., manage web pages and
develop servers."
Software Engineer,"- Develop and maintain document templates in ""1C 8"" software;
- Ensure problem solving in timely manner;
- Make necessary changes in the given information;
- Perform development of data and software systems;
- Provide automatic works of input-output and current information."
Software Engineer,"- Estimate effort and design technical solutions from user stories;
- Design solution architecture and module design for critical parts of
each user story the teams commit to;
- Deliver software which meets development standards for code quality,
architectural guidelines, unit tests and testing frameworks."
Software Engineer,"This position will require but not be limited to
the following:
- Design and develop desktop and web-based applications;
- Participate in all cycles of software design and development;
- Adhere to a consistent software development process;
- Create application functional software, maintenance and modification of
existing application software;
- Develop reusable, efficient, scalable, easily maintained and reliable
codes;
- Provide quality input to and support of, reporting and web development
processes;
- Assist in the development of accompanying technical documentation;
- Provide technical support and assistance if requested."
Software Engineer,"This position will require but not be limited to
the following:
- Participate in all the stages of the software development process;
- Participate in project planning;
- Be able to setup all necessary environments;
- Read, understand and modify the existing code;
- Develop and maintain applications in accordance with given
specifications;
- Work collaboratively and effectively on team projects;
- Be flexible in learning new technologies."
Software Engineer,"- Develop and implement new information technologies and software;
- Be responsible for effective solution for the bank problems: study the
possibilities of using new software, be responsible for development and
automation of new software in case of necessity;
- Develop and implement appropriate software tools (modules) within
frames of operating system used by the bank which comes both from
interest of different structural units orders as well as of the banks;
- Implement changes and improvements to existing software modules, if
necessary;
- Be responsible for development and automation of software systems
""Bank-Client"" and ""Internet-Bank"" for remote control of customer
service;
- Develop various information processing systems, like LanHello,
TouchScreen, SMS Banking and other systems in order to provide necessary
information to customers."
Software Engineer,"- Develop software code based on the existing design;
- Be flexible in learning and applying different programming languages
and technologies;
- Constantly update technical knowledge and skills;
- Be efficient in the use of memory and CPU time;
- Employ a good code writing style that includes proper naming and
sufficient comments;
- Update/ write technical documentation on codes and algorithms;
- Work productively as a key member of a software development team;
- Actively participate in discussions regarding technical issues;
- Possibility to travel to USA or other countries to work with other team
members."
Software Engineer,"- Develop software applications;
- Develop store procedures and queries;
- Test new products and modules interfaces and functionality;
- Keep source code control up to date;
- Test and deploy applications;
- Implement core modules."
Software Engineer,"- Develop and maintain document templates in ""1C 8"" software;
- Ensure problem solving in timely manner;
- Make necessary changes in the given information;
- Perform development of data and software systems;
- Provide automatic works of input-output and current information."
Software Engineer,"- Produce and maintain clean and high quality code;
- Keep an eye on detail to ensure a pixel perfect representation of the
design;
- Prioritize and set goals in order to meet deadlines."
Software Engineer,"- Modify existing code with new features available in current and future
deployments of PHP/ MySQL;
- Develop new Web applications as identified by supervisor and management
through packaged and customized applications;
- Design and implement user-driven templates, databases and interfaces
for ease of use;
- Develop database-driven Web interfaces for rapid, real-time information
sharing;
- Generate, maintain and archive web site content;
- Maintain and enhance existing Web applications and  ensure all internal
systems are integrated."
Software Engineer,"- Develop and Architect platform features;
- Support stability of platform;
- Work closely with US team;
- Be a part of platform team and participate in daily meetings;
- Consult game studio's on their integration's to platform."
Software Engineer,"- Design and implement Web based user interfaces;
- Work with a team to define the milestones and projects schedule;
- Produce clearly written and documented code;
- Create well designed and reusable objects;
- Effectively employ many different database design techniques."
Software Engineer,"- Design and develop high performance background applications primarily
running on Linux environment; 
- Responsible for Existing Software Maintenance;
- Responsible for design and functional specification document
development."
Software Engineer,"- Participate in the whole development cycle, including initial
requirement discussions, design, implementation and documentation; 
- Deliver robust, scalable, quality software products on time; 
- Develop new features according to the requirements; 
- Write technical and code level documentation; 
- Troubleshoot existing modules and fix problems; 
- Review and optimize the existing code; 
- Assist team members."
Software Engineer,"- Design, develop and implement client-facing and internal web
applications using .NET specifications and proven design patterns; 
- Analyze and document the software specifications for both client-facing
and internal web applications; 
- Responsible for designing new application features and functionality,
writing APIs, scalability and maintainability improvements;
- Responsible for support and expertise for a multi-tier environment and
evaluation (with recommendations) for any additional infrastructure or
software required to support the web application; 
- Meet and interact with user interface designers, database architects
and .NET developers as needed to elicit, define, analyze and document
requirements for new application;
- Assist and support other team members on multiple projects;
- Provide support and enhancements to existing production applications in
a timely and accurate manner;
- Get involvev in defining and implementing best practices, standards and
procedures, including quality and delivery methodologies;
- Ensure compliance with the documented software processes and procedures
throughout the life cycle of software products.
- Proactively report to team leads on task status and potential issues."
Software Engineer,"- Participate in all stages of web application
design and development, using LAMP technology (PHP, MySql, etc)."
Software Engineer,"- Responsible for developing, executing and delivering the company's
digital/ online marketing strategy, planning and budget to include
online, new media, web, e-commerce and SEO to drive the business forwards
through key marketing channels. 
- Responsible for managing online branding, communications and campaigns
through the company website, email marketing, building the online
community, attracting new customers, search engine optimization and
search marketing;
- Review technologies and explore new developments in the digital
landscape to find ways to more effectively deliver the communication and
business objectives; 
- Responsible for improving the design, usability, content and conversion
points of the company website and for the promotion and growth of the
company's web properties;
- Oversee the creation of websites, email newsletters and text alerts,
putting a positive spin on what the company has to offer;
- Responsible for the smooth running and completion of projects across
site builds, online advertising, social media, maximizing online sales
opportunities and search marketing."
Software Engineer,"- Develop and submit software code according to technical requirements of
system architect;
- Develop software specifications for company's products;
- Perform other tasks assigned by System Architect."
Software Engineer,"- Participate in all cycles of software design and development;
- Perform unit and automated test case development;
- Ensure that deliverables meet requirements and specifications for
functionality, performance and reliability;
- Work in a scrum project framework."
Software Engineer,"- Plan DBMS;     
- Administrate DBMS;  
- Program and develop new products;
- Provide support to process software."
Software Engineer,"- Design and develop high performance background applications running on
Linux and Windows environment;
- Maintain existing background and GUI software;
- Develop design and functional specification document;
- Debug and test under Linux/ Windows and ensure the highest level of
software quality;"
Software Engineer,"Under the overall supervision of the designated
person from the Good Governance Programme and the Chairman of the Ethic's
Commission, the incumbent will be responsible for developing the website
of the Ethic's Commission. More specifically, he/she will: 
- Design and develop the website with information provided by the
Commission;
- Maintain and up-date the website;
- Create full backup of the website;
- Build and implement appropriate security structures for the website;
- Provide adequate training to the staff to enable them to do basic
operations with the websites (update information, post documents, etc.)."
Software Engineer,"- Be responsible for developing and building high quality web
applications;
- Develop large scale and high performant Web applications with Java,
MYSQL and NOSQL;
- Implement user web interface technologies;
- Responsible for Software testing and quality assurance (e.g unit and
integration testing)."
Software Engineer,"- Estimate effort and design technical solutions from user stories;
- Deliver software which meets development standards for code quality,
architectural guidelines, unit tests and testing frameworks."
Software Engineer,"- Participate in product features discussion meetings; 
- Participate in application design; 
- Design and develop features according to technical discussions and own
research; 
- Communicate effectively with team members."
Software Engineer,"- Responsible for architect and design based on customer requirements;
- Produce and maintain clean and high quality code;
- Participate in scoping and planning work;
- Responsible for technical leadership and light project management."
Software Engineer,"- Develop, test and maintain internal web site in PHP/ MySql and
Javascript/ AJAX code; 
- Read, understand and modify the existing code;
- Design Mysql database structure; 
- Participate in project planning."
Software Engineer,"- Translate design requirements and specifications into robust
implementations; 
- Design, proto-type, develop and manage the technical aspects of the
software; 
- Perform the assigned tasks  and quality assurance tasks (developers
testing) in the precise and timely manner; 
- Document the software products that will be produced; 
- Develop user interface ideas; 
- Work closely with the Requirements and Quality Assurance teams during
User Acceptance Testing; 
- Develop, test and maintain high-quality and secure Web database and Web
portal applications; 
- Troubleshoot and resolve issues with production software and services;
- Collaborate with QA and documentation personnel in developing test
planning and user documentation; 
- Conduct the broad research of the technologies available in the market
and deliver cutting edge solutions to employ in the daily work of his
team."
Software Engineer,"- Develop, test and maintain internal web site in PHP/ MySql and
Javascript/ AJAX code; 
- Read, understand and modify the existing code;
- Design Mysql database structure; 
- Participate in project planning."
Software Engineer,"- Work with the Senior Architect in the US to get aligned with product
roadmaps and assume a key role in the development of these products;
- Design, proto-type, develop, and thoroughly unit test before submitting
to QA;
- Write technical and functional specifications and present them to the
other team members and occasionally to the management;
- Work with the Quality Assurance team to develop and maintain unit tests
based on product functional specifications."
Software Engineer,"- Develop and test new solutions;
- Provide a technical description of the solution based on the customer's
requirement;
- Perform design, development and the integration of the solution;
- Be involved in the entire life-cycle of the product;
- Maintain the existing applications already present on the market,
implement additional features, provide support to the integrators and
customize the existing solution for the customers."
Software Engineer,"- Design and build online content in standards-compliant HTML and CSS;
- Create and maintain company websites using CMS (Joomla);
- Support customers with web-related queries via Support Helpdesk;
- Support software development team with front-end related development."
Software Engineer,"- Develop and submit software code according to technical requirements of
system architect;
- Develop software specifications for company's products;
- Perform other tasks as assigned by System Architect."
Software Engineer,"- Design new software, ensure its development and implementation
according to appropriate technical tasks;
- Ensure the implemented software features and functions development and
make appropriate improvements according to technical tasks; 
- Provide documented software processes' compliance with software
procedures throughout the project life cycle; 
- Make reports on task  status and possible problems occurred; 
- Perform software testing, and implement software problem solutions;
- Prepare technical tasks intended for innovations; 
- Set and control deadlines for tasks' accomplishment; 
- Once innovations adopted, present them to target users and conduct
their training if necessary;   
- Control system operation;
- Consult users about program utilization."
Software Engineer,"- Develop Web Applications in accordance with the given specifications;
- Assure full conformance of source codes to provided Coding Standards;
- Read, understand and modify the existing code;
- Work as part of a software development team;
- Communicate with management and team members effectively."
Software Engineer,"Work in .NET 2.0 environment, with intention of
migrating some features (such as the GUI and the Web-Services) to .NET
4.0 in the near future."
Software Engineer,"- Develop new products, services, software tools and utilities;
- Analyze complex problems, interpret operational needs, and develop
integrated creative solutions."
Software Engineer,"- Create innovative and elegant design of trade automation software; 
- Develop software applications;
- Optimize and reengineer existing source codes;
- Create, develop and maintain web projects."
Software Engineer,"- Participate in application design;
- Provide necessary technical and design documentation;
- Communicate effectively with local management and external team
members;
- Develop features according to technical specifications."
Software Engineer,"- Participate in all cycles of software design and development;
- Assure full conformance of source codes to provided Coding Standards; 
- Read, understand and modify the existing code;
- Assist in the development of accompanying Technical Documentation;
- Provide technical support and assistance, if requested; 
- Ensure compliance to all HSBC and local regulations, procedures, 
policies and standards."
Software Engineer,"- Write PHP-MYSQL and Javascript code;
- Design Mysql database structure;
- Work as part of a software development team;
- Read, understand and modify the existing code;
- Provide technical support and assistance."
Software Engineer,"This position will require but not be limited to
the following roles:
- Develop and maintain software applications in accordance with given
specifications;
- Participate in project planning;
- Work collaboratively and effectively on team projects."
Software Engineer,"- Develop and design software systems for a financial company (C#,
ASP.NET, DB, HTML5 and JS);
- Analyze new software requirements;
- Perform object-oriented analysis, design and testing;
- Create reports from DB (select, procedure and view).
Receivable includes: technical requirements documents, use cases and
diagrams, class diagrams, activity diagrams, package diagram and project
estimates."
Software Engineer,"- Work with the Senior Architect in the US to get aligned with product
roadmaps and assume a key role in the development of these products;
- Design, proto-type, develop, and thoroughly unit test before submitting
to QA;
- Work with the Quality Assurance team to develop and maintain unit tests
based on product functional specifications."
Software Engineer,"- Participate in all the stages of the software development process;
- Be able to setup all necessary environments;
- Read, understand and modify the existing code;
- Develop applications in accordance with given specifications;
- Be flexible in learning new technologies."
Software Engineer,"- Participate in application design;
- Provide necessary technical and design documentation;
- Communicate effectively with local management and external team
members;
- Develop features according to technical specifications."
Software Engineer,"- Participate in all the stages of the software development process;
- Read, understand and modify the existing code;
- Develop applications in accordance with given specifications."
Software Engineer,"- Participate in application design;
- Provide necessary technical and design documentation;
- Communicate effectively with local management and external team
members;
- Develop features according to technical specifications."
Software Engineer,"- Develop and implement new information technologies and software;
- Responsible for effective solution for the bank problems: study the
possibilities of using new software, be responsible for development and
automation of new software in case of necessity;
- Develop and implement appropriate software tools (modules) within
frames of operating system used by the bank which comes both from
interest of different structural units orders as well as of the banks;
- Implement changes and improvements to existing software modules, if
necessary;
- Responsible for development and automation of software systems
""Bank-Client"" and ""Internet-Bank"" for remote control of customer
service;
- Develop various information processing systems, like LanHello,
TouchScreen, SMS Banking and other systems in order to provide necessary
information to customers."
Software Engineer,"- Produce and maintain clean and high quality code;
- Maintain cutting edge knowledge of current and emerging
technologies,industry trends and standards;
- Continue/ support projects done by others;
- Work as a part of a software development team."
Software Engineer,"- Participate in all stages of website/ web application design and
development using PHP 4/5;
- Be responsible for debugging pre-developed PHP applications;
- Responsible for PHP coding along with MYSQL with object oriented
techniques;
- Work on projects such as online shops, multi-language websites and
other content-managed websites/ applications;
- Perform structural planning, creative brainstorming, and visualization,
as well as HTML programming;
- Create and maintain web-based systems and other components of the web
site and web portals;
- Assist in the administration of local and remotely-hosted systems,
including web and database servers."
Software Engineer,"- Participate in application design;
- Provide necessary technical and design documentation;
- Communicate effectively with local management and external team
members;
- Develop features according to technical specifications."
Software Engineer,"- Develop software with National Instruments technologies;
- Document and develop client-facing and internal multiplatform LabVIEW
applications;
- Implement and support complex and reliable applications with National
Instruments technologies;
- Adhere to consistent software development process and develop
re-usable, efficient, scalable, maintainable and reliable code. Utilize
unit and component testing for higher quality code;
- Communicate closely with Team Lead on task definition and planning."
Software Engineer,"This position will require but not be limited to
the following roles: 
- Design, develop, test and maintain web based software applications;
- Participate in project planning;
- Work collaboratively and effectively on team projects;
- Demonstrate ability to complete engineering tasks on time and on target
with minimal guidance."
Software Engineer,"- Design and develop various Web solutions, DB schemas;
- Design and build reusable modules to be used throughout company web
sites;
- Be responsible for bug fixing."
Software Engineer,"- Participate in application design;
- Provide necessary technical and design documentation;
- Communicate effectively with local management and external team
members;
- Develop features according to technical specifications."
Software Engineer,"- Develop new features for Windows Applications;
- Perform bug fixing in existing functionalities of Windows
Applications;
- Develop Web applications using PHP;
- Comply with the framework of the company;
- Meet deadline requirements;
- Ensure quality to output."
Software Engineer,"- Participate in application design;
- Provide necessary technical and design documentation;
- Communicate effectively with local management and external team
members;
- Develop features according to technical specifications."
Software Engineer,"- Write and test the written PHP and MySQL code using internationally
accepted design patters;
- Work both independently and as part of a software development team when
necessary;
- Provide technical support and assistance, if requested."
Software Engineer,"- Work in ERP system support competence group on the basis of Microsoft
Dynamics AX 2009 (Axapta);
- Develop reports and the functional; 
- Collaborate with the integrator's specialists;
- Ensure qualitative and timely execution of work."
Software Engineer,"- Participate in application design;
- Provide necessary technical and design documentation;
- Communicate effectively with local management and external team
members;
- Develop features according to technical specifications."
Software Engineer,"- Participate in application design;
- Provide necessary technical and design documentation;
- Communicate effectively with local management and external team
members;
- Develop features according to technical specifications."
Software Engineer,"- Design algorithms and data structures;
- Resolve issues in creative ways. Exercise judgment in selecting methods
and techniques to obtain solutions;
- Execute projects from start to completion. Contribute to moderately
complex aspects of a project;
- Receive little instructions on day-to-day work and general instructions
on new assignments and projects;
- Determine and develop recommendations to solutions;
- Work on team-driven or task- oriented projects;
- Guide more junior peers with aspects of their job;
- Network with senior internal and external personnel in own area of
expertise."
Software Engineer,"- Write and test the written PHP and MySQL code using internationally
accepted design patters;
- Work both independently and as part of a software development team when
necessary;
- Provide technical support and assistance, if requested."
Software Engineer,"- Participate in application design;
- Provide necessary technical and design documentation;
- Communicate effectively with local management and external team
members;
- Develop features according to technical specifications."
Software Engineer,"This position will require but not be limited to
the following:
- Participate in all the stages of the software development process;
- Participate in project planning;
- Understand and correct already implemented web application, and perform
bug-fixing;
- Work collaboratively and effectively on team projects;
- Design and develop web-based applications, according to technical
documentation, using proven patterns and best practices;
- Write technical documentation;
- Communicate effectively with local management and external team
members;
- Develop test cases."
Software Engineer,"- Develop new features for Windows Applications;
- Perform bug fixing in existing functionalities of Windows
Applications;
- Develop Web applications using PHP;
- Ensure compliance with the framework of the company;
- Meet deadline requirements;
- Ensure quality of output."
Software Engineer,"- Work with the Senior Architect in the US to get aligned with product
roadmaps and assume a key role in the development of these products;
- Design, proto-type, develop, and thoroughly unit test before submitting
to QA;
- Work with the Quality Assurance team to develop and maintain unit tests
based on product functional specifications."
Software Engineer,"- Write clean, well-engineered code that comply with accepted standards,
and test web applications;
- Understand the goals and strategy behind each project from conception
through completion;
- Communicate effectively with project managers, technical leads and
other internal team members;
- Identify opportunities for process improvement and make constructive
suggestions for change;
- Participate in a team-oriented environment to develop complex web-based
applications;
- Maintain existing codebase, to include troubleshooting bugs and add new
features."
Software Engineer,"- Write clean and well-engineered code that comply with accepted
standards, and test web applications;
- Understand the goals and strategy behind each project from conception
through completion;
- Communicate effectively with project managers, technical leads and
other internal team members;
- Identify opportunities for process improvement and make constructive
suggestions for change;
- Participate in a team-oriented environment to develop complex web-based
applications; 
- Maintain existing codebase, to include troubleshooting bugs and add new
features."
Software Engineer,"- Design and develop web-based applications, according to guidance
provided by the Project Manager;
- Troubleshoot and repair issues on websites;
- Manage multiple clients, projects and deliverables simultaneously;
- Communicate effectively with external team members."
Software Engineer,"- Design and develop software for the Android platform/ s with different
screen sizes (phone/ tablet);
- Integrate third party modules;
- Implement state of art UI;
- Work closely with product management."
