title,description
Project Manager,"IT CoordinatorIntegration and Testing Coordinator will be responsible for oversight and administration of package application packaging requests from submission of the request through completion including, but not limited to, documentation, status reporting and updates, meeting setup and facilitation, presentation updates and document management. Strong support to the project / management teams to ensure deliverables are met and status reporting provided as needed. (strong understanding of desktop configuration requirements in a Windows client - server base environment. Knowledge and Understanding of Software Application Packaging standards and deployment methods.Proficient use of project management tools and a willingness to adopt practices to ensure projects are kept on track. Assist with scheduling events such as application review meetings and coordination of user acceptance testing.Responsible for ensuring the customer needs are satisfied by providing specific deliverables. Ensures good practices in standard methodologies and processes are used to deliver an integrated solution. The major emphasis is on coordination of tasks. The job will require direct customer interaction and activity reporting. Must be proficient in Microsoft Office Products. This position serves as a single point of contact and acts in a liaison capacity to facilitate problem resolution. The Position reports to a Senior Manager. Requires 3 to 5 years’ experience. *CompuCom supports Employment Equity and Diversity*Candidates must have a strong understanding of desktop configuration requirements in a Windows client - server base environment. IE - application installation/removal, Window registry and network connectivity. Working knowledge of SCCM in regards to packaging standards and deployment methods.  MS Project, Application Packaging, Testing"
Project Manager,"Position Summary:The purpose of the Staff Project Manager’s job is to ensure predictable, consistent, and successful project delivery. The Staff Project Manager will plan, coordinate, and monitor larger scale scope and budget projects with a high degree of complexity and risk. The Staff Project Manager will partner with key business stakeholders to ensure a successful start-up and completion of a project. Projects can span multiple business units or functional areas. The Staff Project Manager is expected to work under minimal supervision with oversight provided by the Manager within ETG. Primary ResponsibilitiesEnsure predictable, consistent, and successful project deliveryProvide a holistic view of the overall project to the organization and all stakeholdersExhibit proactive behavior by engaging in project planning activities, including but not limited to: Defining the overall scope of the project; Creating and maintaining a consolidated timeline/schedule highlighting the major milestones and associated dates for project activities; Identifying and communicating project dependencies and impacts; Putting mechanisms in place to ensure on-going control of the project (E.g., Kick off meeting, overall Project Management Approach, Communication Plan, Risk Management, Issues Management, Change Control, etc.)Define project governance, outlining roles, responsibilities, decision rights and clearly defined escalation pathEnsure success criteria defined upfront to promote alignment and actively manage to expected project outcomesKeep all stakeholders (internal & external) engaged in the project, aligned on expected outcomes and informed about what is occurring throughout projectProactively communicate the project’s progress on an on-going basis, ensuring transparency throughout project lifecycle. Provide leadership and key stakeholders with the information and venues to make effective, timely decisionsFacilitate alignment and approach for all related Fiserv business areas to meet One Fiserv Objectives.Knowledgeable about how the organizations work; knows how to get things done through formal channels and the informal network. Understands the culture of organizations. Minimum Job Qualifications:Bachelor degree in business or equivalent work experience3+ years of previous project management and/or relevant consulting experienceKnowledge of- and demonstrated experience in project management processes and methodologies, as well as, project lifecyclesExperience in banking, financial services, and/or software industries desiredExperience in driving large scale change effortsExperience with matrix management of cross-functional processes and teams Possesses the following key skills/behaviors:Stakeholder Partnership:Strong influencing and stakeholder management skills, ability to develop and maintain strong working relationships and strategic partnerships with key stakeholders/customers across Fiserv to maximize program effectiveness and influencePoised and composed interaction with all levels of the organization (within Division), including senior-level audienceJudgment:Ability to practically apply project management concepts to facilitate the achievement of business objectives ensuring predictable, consistent, and successful program deliveryAbility to adapt to and work effectively within a variety of situations and with various individualsTeam Leadership:Proven ability to quickly earn the trust of sponsors and key stakeholders, mobilize and motivate project team, set direction and approach, resolve conflict, deliver tough messages with graceAbility to lead and influence with minimal direction from sponsor or managerAccountability & Commitment:Ability to achieve project outcomes and stakeholder satisfactionAbility to identify project obstacles and proactively mitigate risks. Escalates and resolves complex issues effectivelyLearning Agility:Ability to quickly grasps complex concepts and conveys concepts in a way that is easily understood by othersAbility to incorporate feedback and adjust plans or approachBusiness Acumen:Ability to provide a holistic view by coordinating with and monitoring all impacted business processes from initiation to deliveryAbility to explain the business rationale and benefits of change to client, including impacts to projectProblem Solving:Ability to identify, analyze and solve problemsAbility to effectively and quickly solve complex problems rather than symptomsProcess Adherence:Ability to engage in project initiating activities such as identifying stakeholders, identifying project management approach, defining roles and responsibilities, etc.Ability to use proven project management methods and practices to facilitate the achievement of project outcomesAbility to provide a complete view of the overall project to the organization and all stakeholders Preferred Qualifications:Project Management Professional (PMP) certification preferred, not requiredExperience in banking, financial services, and/or software industries desiredFamiliarity with Project Management tools Project Management"
Project Manager,"Information Technology Project Manager - Project Management Office (PMO)110 to 120K IT PM-PMO will lead, plan, execute and finalize Software Development projects according to strict deadlines and within budget. This includes coordinating the efforts of team members across multiple departments in order to deliver projects according to plan.Responsibilities include:• Direct and manage projects from beginning to end.• Define project scope, goals and deliverables that support business goals.• Develop full-scale project plans and associated communications documents.• Effectively communicate project expectations to team members and stakeholders in a timely and clear fashion.• Liaise with project stakeholders on an ongoing basis.• Estimate the resources and participants needed to achieve project goals.• Set and continually manage project expectations with team members and other stakeholders.• Delegate tasks and responsibilities to appropriate team members. Identify and resolve issues and conflicts within the project team.• Identify and manage project dependencies and critical path.• Identify and resolve issues and conflicts within the project team.• Plan and schedule project timelines and milestones using appropriate tools.• Track project milestones and deliverables. • Develop and deliver progress reports, requirements documentation, and presentations.• Determine the frequency and content of status reports from the project team, analyze results, and troubleshoot problem areas.• Proactively manage changes in project scope, identify potential crises, and devise contingency plans.• Define project success criteria and disseminate them to involved parties throughout project life cycle. Qualifications • Minimum of 7 years project management experience or an equivalent combination of project management experience, development or product management experience. • Proven success managing resources across multiple projects with varying prioritization, visibility and locations.• Demonstrated ability to effectively manage and develop a team. • Ability to influence others and operate effectively in a matrix organization.• Experience working with other departments to define the scope and goals of projects.• Strong written and interpersonal communication skills including the ability to communicate between technical and non-technical personnel.• Candidate must be able to work unsupervised; have the ability to prioritize tasks; be logical, organized and work well with others in a stressful support environment.• Candidate must be able to manage timely, effective response to customer needs and effectively communicate project status as requested and required.• Exceptional communication skills and proven experience in writing clear and concise functional specification documents (samples preferred).• Ability to conscientiously manage and follow up on multiple concurrent tasks, requests and projects on tight deadlines. • Strong organizational skills.• Extreme attention to detail.• Proven experience with project management procedures and methodology, especially requirements management and schedule management.• Capability to analyze data using advanced Excel functionality.• College degree in related field.• PMP, Lean Six Sigma and or PMO is a big plus.• Strong presentation skills with a high comfort level presenting to large groups and senior audiences.• Proven history of meeting and exceeding goals. Relationships  The ideal candidate must be comfortable and effective when talking with a broad range of decision influencers and decision makers within an organization. The candidate will be able to effectively understand and build meaningful, advisory relationships at senior levels throughout the prospective customer's organization. Discipline  The ideal candidate will be competent in managing their time and activities and must embrace our proven opportunity and customer management processes and systems. Candidates must possess a 'can-do' perspective in their professional attitude. They will be detail oriented and demonstrate a strong work ethic. They will be sticklers for accuracy in their own work as well as their colleagues.  IT Project Management, PMO,"
Project Manager,"Product ManagerLocation: Dunwoody, GASalary: $110k - $130k One of our top clients is looking for a Product Manager to assist with the implementation of CRM applications. You will be responsible for maintaining product roadmaps, prioritizing and grooming product backlog, creating user stories, and driving strategy for CRM applications. Requirements of a Product Manager: Bachelor’s Degree in Business Analysis, Business Management or a related field is required.Product Management of CRM applications including planning, requirements gathering, schedule, and budgetCommunicate updates to stakeholders and hold monthly stakeholder meetingsDrive the strategy and release plan for productsExperience creating user stories and participating in stand-ups and grooming sessionsAbility to define and groom product backlogExtensive experience gathering and documenting requirementsAbility to communicate and collaborate with others frequently  If you are a passionate Product Manager looking to step into a visible role with an enterprise company, send your MS word resume to Ashlee Azziz at ashlee.azziz@principlesolutions.com or reach out to me directly on LinkedIn https://www.linkedin.com/in/ashleeazziz  Requirements gathering, road map, user stories, product backlog, CRM"
Project Manager,"US Tech Solutions is seeking a “Project Coordinator” for a 06 Months Contract position with a client in Hartford, Connecticut. Responsibilities:Responsible for providing project administration support for Advanced Analytic initiatives and processes.Works under supervision and guidance of the Advanced Analytics Pillar Lead and is responsible for applying basic skills, tools and techniques to project and/or organization deliverables in an effort to meet or exceed stakeholder needs and expectations.Perform other duties as assigned. Requirements:Minimum of 2 years’ experience providing high-level project administrative and management support in a technical capacity including: creating project plans, tracking projects, scheduling and organizing meetings, creating materials for meetings utilizing relevant project administrative and management techniques.Solid understanding of programming and database concepts and principalsSolid understanding of the distributed environmentIntermediate knowledge of MS Word, Excel and PowerPointIntermediate knowledge of MS Outlook and SharePointGeneral understanding of SAS, Python, R programming languages or Big Data technologies are a plusTwo years’ experience working in a corporate environmentExcellent organizational skillsExcellent communications skillsStrong analytical and problem solving skillsCustomer service oriented with the enthusiasm to learnAbility to work independently to resolve issues or develop recommendationsAbility to multitask and prioritize workloadsAbility to work with cross-functional teamsKnowledge of insurance products a plusProject management designations a plus If you have the described qualifications and are interested in this exciting opportunity, apply today! Benefits of Working with US Tech Solutions: As a US Tech Solutions consultant, we are proud to offer access to the following benefits:Medical and dental insuranceBi-weekly payroll401k planAccount and Delivery Manager for client supportSuccessful re-marketing programReferral program with the opportunity to earn additional income About US Tech Solutions:  US Tech Solutions is a new age leading total talent solutions provider. Our current revenues are in excess of $140 Million annually. Our staffing solutions include multiple labor categories like IT, Scientific, Clinical, Engineering, Finance, and Professional. We currently support over 80 Fortune 500 clients and are a top supplier in various contingent labor programs. We have established a COE for delivery in each labor category. We have multiple customers across verticals including Finance, Pharma, Healthcare, Utility/Energy, Insurance, Public Sector, Telecom and Technology/SI. US Tech recruiters and delivery professionals are highly accomplished career advocates, who get to know you beyond your resume to position you with the opportunities that fit your skills, experience and goals. To learn more about US Tech Solutions and to view all our available career opportunities, please visit us atwww.ustechsolutions.com. “US Tech is an Equal Opportunity Employer” and “US Citizens & all other parties authorized to work in the US are encouraged to apply.” Thank you for your time. Rahul GirdharUS Tech SolutionsTel: 201.719.9489Email: rahul.girdhar@ustechsolutionsinc.comURL: www.ustechsolutions.com Project Coordination"
Project Manager,"SENIOR IS PROJECT MANAGER, MIDWEST WalkerHealthcareIT is seeking a Senior IS Project Manager for a client located in the Midwest. This is a long-term contract position. START DATE: ASAP ON-SITE / REMOTE: On-site WAGE TYPE: 1099, W2 WalkerHealthcareIT Standard Perks Weekly pay via Direct DepositAll expenses paid including Per DiemWeekly expense reimbursement via direct deposit (within 5 days) SENIOR IS PROJECT MANAGER JOB DESCRIPTION The Project Manager, oversees various high-priority projects of mid to large size requiring considerable resources and high levels of functional integration. Responsible for assembling technical and operational project team members, coordinating activities, assigning individual responsibilities, identifying appropriate resources needed, and developing schedules to ensure timely completion of a project. Takes projects from original concept through final implementation. Able to grasp concepts required to understand the overall project scope, and to communicate effectively with project team members, end users and external resources. Manages the integration of vendor tasks and deliverables. Competent to work at the highest levels of all phases of project leadership. Regularly provides guidance, direction and training to less experienced Project Managers.  SENIOR IS PROJECT MANAGER BASIC QUALIFICATIONS 10+ years of experience in a project management role of software development projects Experience with managing scope/schedule/cost for software development projects PM’s frequently interact with Directors and above – Communication skills must be solid – clear, concise, confident speaker Experience leading multiple moderately-sized project teams of eight or more team members within a matrix organization; supervising or leading resources directly or indirectly in a cross-functional team environment; and projects in multiple technologies and/or business functions Strong track record of delivering projects on schedule and on budget Experience with assembling technical and operational project team members, coordinating activities, assigning individual responsibilities, identifying appropriate resources needed, and developing schedules to ensure timely completion of a project. Experience taking projects from original concept through final implementation. Ability to manage the integration of vendor tasks and deliverable Agile and waterfall experience a plus  10+ years of experience in a project management role of software development projects"
Project Manager,"Project Coordinator*s role is to coordinate activities, resources, equipment and information and bring to the attention of the project manager any coordination issues which they cannot resolve.A project coordinator must have skills of adaptability, versatility with administrative and facilitation skills to keep the project focused on its objectives.We are looking for a responsible Project Coordinator who will run, administer and organize all project activities in cooperation with and under the direction of the Project Manager, aiming at the flawless execution of the project. Requirements: Monitor and track project's progress and handle any issues that ariseAct as the point of contact and communicate project status adequately to all participantsUse project management tools to monitor working hours, budget, plans and money spendIssue all appropriate legal paperworkReport and escalate to management as neededCreate and maintain comprehensive project documentation, plans and reportsSolid organizational skills including attention to detail and multitasking skillsStrong working knowledge of Microsoft Office and of project management toolsCreate plans and track progress in collaboration with track owners: Data, UAT, On-boarding.Coordinate stakeholder meetingsDevelop ad-hoc reportsBS/BA in a related fieldPMP / PRINCE II certification is a plus Project Coordinator, PMP or PRINCE II certification is a plus"
Project Manager,"Sr. Project ManagerLocation: Danbury, CT areaDuration: Contract through EOY 2016 (possible extension) Job Description:The Sr. Project Manager will be working on a project that is budgeted through the end of 2016. This role requires proven project delivery with large-scale global project delivery experience for custom in-house developed applications.Assist in the definition of project scope and objectives.Allocate project resourcesDevelop project plan to track and monitor.Measure project performanceManage changes to project scope, schedule, and costs. Qualifications:7-10 years of experience in Project Management.Proven large-scale, global project delivery experience.Experience managing custom implementation projects (not COTS applications).Expert in MS Project and Visio.PMP Certification required.Bachelor’s Degree required, major in Computer Science preferred. project management, pmp, project delivery, global, implementation"
Project Manager,"The Fast Data Technologies (FDT) team builds cloud technology products which are at the core of Amazon's consumer and digital businesses. We designed, developed and run one of the largest cloud databases in the world, processing more than a trillion transactions per day to serve Amazon's country-specific and private-label websites. Multiple tier-1/mission-critical services fueling the growth of Amazon businesses use FDT to store customer orders, catalog and product information, shopping cart, Kindle device information, and hundreds of other business critical data-sets. The performance and availability of FDT services is critical to the reliability of the Amazon brand. We partner with Amazon Web Services (AWS) to leverage technologies built for cloud customers, and to offer technologies we invent through AWS channel to the broader market. In addition to core storage, this group owns products like Tiered Storage, Secondary Indexing, Range Queries and Cloud Messenger, and Data backfill. We are looking for a Technical Program Manager (TPM) with the desire and talent to make big changes in a fast paced environment. In this role, you will help define product strategy, roadmap, own program management and spearhead customer engagement for FDT suite of products. You will exercise your leadership skills as you work with customers and senior management to understand the business direction and represent their needs to the development teams. Every day we are working hard, having fun and making history - and we'd love you to come work with us. Basic Qualifications * Bachelor's degree in Computer Science, Computer Engineering or related technical discipline * 5+ years of relevant engineering experience * 3+ years program management experience * Experience managing projects across cross functional teams, building sustainable processes and coordinating release schedules * Experience in generating project/program reports for consumption by executive management * Experience in preparing project proposals for new business initiatives Preferred Qualifications * Master's degree in Computer Science * Prior experience as a software developer * Proven track record of a strong business and technical vision * Exceptional customer relationship skills including the ability to discover the true requirements underlying feature requests, recommend alternative technical and business approaches, and lead engineering efforts to meet aggressive timelines with optimal solutions   Posted Date: 3/30/2016 Developer, Development, Manager, Management, Program Manager, Project, Release"
Project Manager,"Zillion Technologies is looking for a highly motivated and experienced Business Development Manager to join our team. The BDM will cultivate existing relationship with our clients, break into new accounts, and create long standing relationships in the Commercial and Government Solutions arena. This position is an excellent opportunity for eager, motivated professionals to expand their career path in Business Development. The ideal candidate will create and drive a sales pipeline, while achieving daily activity levels to surpass required revenue and financial results.Responsibilities include:Maintaining all aspects of this sales position including calling on prospective clients, and maintaining existing client relationship.An ability to locate viable business prospects independently.02 or more years of proven strategic sales experience in the Commercial or government marketplace.Proven track record of success in Sales, Recruiting and Business Development.Must possess the ability to establish and maintain a network of Commercial or government industry contacts and complete understanding of Commercial or Government Contracting.Proven ability to meet or exceed defined revenue and profit margin objectives.Following up thoroughly on each client commitment, prospecting, qualifying, and developing profitable new account relationships.Ability to effectively develop, maintain and grow large and complex accounts.Ability to interact with C-Level executives.Experience participating, preparing and presenting sales proposals and RFP responses.New business development skills and the ability to grow our footprint with existing customers is essential.Strong, effective communication skills both orally and in writing.Self - disciplined and self-motivated and ability to think outside the box.Ability to communicate effectively and develop relationships at all levels in the organization.Qualifications:Must have a bachelor’s degree in Business Administration or in relevant field.Proven track record of exceeding high-volume sales targets in a goal-driven environment.Excellent oral and written communication skills along with the ability and discipline to work independently with minimal direct supervision to meet revenue and sales goals.Minimum 2 years of experience selling IT Solutions and Professional Services.A compensation package including base salary, commission program and benefits package will be developed based on your experience and capabilities.Zillion is an Equal Opportunity Employer. Please send your resumes at jobs@zilliontechnologies.com Business Development Manager"
Project Manager,"Zillion Technologies is looking for a highly motivated and experienced Business Development Manager to join our team. The BDM will cultivate existing relationship with our clients, break into new accounts, and create long standing relationships in the Commercial and Government Solutions arena. This position is an excellent opportunity for eager, motivated professionals to expand their career path in Business Development. The ideal candidate will create and drive a sales pipeline, while achieving daily activity levels to surpass required revenue and financial results.Responsibilities include:Maintaining all aspects of this sales position including calling on prospective clients, and maintaining existing client relationship.An ability to locate viable business prospects independently.02 or more years of proven strategic sales experience in the Commercial or government marketplace.Proven track record of success in Sales, Recruiting and Business Development.Must possess the ability to establish and maintain a network of Commercial or government industry contacts and complete understanding of Commercial or Government Contracting.Proven ability to meet or exceed defined revenue and profit margin objectives.Following up thoroughly on each client commitment, prospecting, qualifying, and developing profitable new account relationships.Ability to effectively develop, maintain and grow large and complex accounts.Ability to interact with C-Level executives.Experience participating, preparing and presenting sales proposals and RFP responses.New business development skills and the ability to grow our footprint with existing customers is essential.Strong, effective communication skills both orally and in writing.Self - disciplined and self-motivated and ability to think outside the box.Ability to communicate effectively and develop relationships at all levels in the organization.Qualifications:Must have a bachelor’s degree in Business Administration or in relevant field.Proven track record of exceeding high-volume sales targets in a goal-driven environment.Excellent oral and written communication skills along with the ability and discipline to work independently with minimal direct supervision to meet revenue and sales goals.Minimum 2 years of experience selling IT Solutions and Professional Services.A compensation package including base salary, commission program and benefits package will be developed based on your experience and capabilities.Zillion is an Equal Opportunity Employer. Please send your resumes at jobs@zilliontechnologies.com Business Development Manager"
Project Manager,"US Tech Solutions is seeking a “Project Manager” for a 06+ Months Contract to Hire position with a client in Knoxville, Tennessee.  Responsibilities:Consistent application of all standard project management methodology processes, tools, and documentation throughout the project life-cycle as aligned to the PMI Project Management Body of Knowledge (PMBOK)Understand service offerings in order to identify and articulate new business opportunities and provide sales supportDrive all aspects of project management activity, including collaborating and coordinating across the organization and ensuring the following:Changes that affect scope, schedule and resources are identified, managed and controlled with an integrated and cohesive planScope is defined, approved, managed, controlled; ensuring completed deliverables are accepted by the customerSchedule is developed and managed to on-time deliveryCosts are estimated and managed to deliver project within customer approved budget, while preserving profit marginsResources are assigned and managed effectively and efficientlyRisks and issues are proactively identified and managedHigh quality is planned and delivered on the project, meeting all agreed upon requirements and ensuring high customer satisfaction through the management of the overall customer experienceCommunications are planned and conducted during the project to ensure stakeholders are involved, expectations are accurately set, managed, and key stakeholders receive adequate communications throughout the project life-cycle and this includes customer and stakeholdersPurchases are planned and suppliers are managed efficiently and according to policy. Requirements:Undergraduate degree and 4+ years, or Graduate degree and 2+ years of Project Management experienceCerner Millennium Acute EHR implementation project experience within last 12 months.Experience with Behavioral Health module for Cerner Millennium.PMP Certification If you have the described qualifications and are interested in this exciting opportunity, apply today! Benefits of Working with US Tech Solutions: As a US Tech Solutions consultant, we are proud to offer access to the following benefits:Medical and dental insuranceBi-weekly payroll401k planAccount and Delivery Manager for client supportSuccessful re-marketing programReferral program with the opportunity to earn additional income About US Tech Solutions:  US Tech Solutions is a new age leading total talent solutions provider. Our current revenues are in excess of $140 Million annually. Our staffing solutions include multiple labor categories like IT, Scientific, Clinical, Engineering, Finance, and Professional. We currently support over 80 Fortune 500 clients and are a top supplier in various contingent labor programs. We have established a COE for delivery in each labor category. We have multiple customers across verticals including Finance, Pharma, Healthcare, Utility/Energy, Insurance, Public Sector, Telecom and Technology/SI. US Tech recruiters and delivery professionals are highly accomplished career advocates, who get to know you beyond your resume to position you with the opportunities that fit your skills, experience and goals. To learn more about US Tech Solutions and to view all our available career opportunities, please visit us atwww.ustechsolutions.com. “US Tech is an Equal Opportunity Employer” and “US Citizens & all other parties authorized to work in the US are encouraged to apply.” Thank you for your time. Mehak Chib       US Tech SolutionsTel: 262.465.4886Email: mehak@ustechsolutionsinc.comURL: www.ustechsolutions.com Cerner, Acute, Behavioral Health or BH, PM"
Project Manager,"The Fast Data Technologies (FDT) team builds cloud technology products which are at the core of Amazon's consumer and digital businesses. We designed, developed and run one of the largest cloud databases in the world, processing more than a trillion transactions per day to serve Amazon's country-specific and private-label websites. Multiple tier-1/mission-critical services fueling the growth of Amazon businesses use FDT to store customer orders, catalog and product information, shopping cart, Kindle device information, and hundreds of other business critical data-sets. The performance and availability of FDT services is critical to the reliability of the Amazon brand. We partner with Amazon Web Services (AWS) to leverage technologies built for cloud customers, and to offer technologies we invent through AWS channel to the broader market. In addition to core storage, this group owns products like Tiered Storage, Secondary Indexing, Range Queries and Cloud Messenger, and Data backfill. We are looking for a Technical Program Manager (TPM) with the desire and talent to make big changes in a fast paced environment. In this role, you will help define product strategy, roadmap, own program management and spearhead customer engagement for FDT suite of products. You will exercise your leadership skills as you work with customers and senior management to understand the business direction and represent their needs to the development teams. Every day we are working hard, having fun and making history - and we'd love you to come work with us. Basic Qualifications * Bachelor's degree in Computer Science, Computer Engineering or related technical discipline * 5+ years of relevant engineering experience * 3+ years program management experience * Experience managing projects across cross functional teams, building sustainable processes and coordinating release schedules * Experience in generating project/program reports for consumption by executive management * Experience in preparing project proposals for new business initiatives Preferred Qualifications * Master's degree in Computer Science * Prior experience as a software developer * Proven track record of a strong business and technical vision * Exceptional customer relationship skills including the ability to discover the true requirements underlying feature requests, recommend alternative technical and business approaches, and lead engineering efforts to meet aggressive timelines with optimal solutions   Posted Date: 3/30/2016 Developer, Development, Manager, Management, Program Manager, Project, Release"
Project Manager,"Role:                     Project Manager– SharePoint COELocation:               Auburn Hills, MIType:                     12+ mth contractRate:                      Depends on experience Client:                   Automotive company.  “Please note that we are unable to sponsor / transfer visas at this time or work with third party vendors, all applicants must be on our W2, presently authorized to work for any employer in the US.” Roles/Responsibilities:Responsible for overall detail project planning and schedule management of assigned projects.Develop and communicate effectively all project management assets to both business and ICT stakeholders throughout the entire SDLC cycle, managing change controls and proactively identifying, escalating and participating in risk mitigation plans.Harmonizes PM methodologies and tools from third party and external service providers for projects they are assigned.Report performance metrics to assist team in achieving its strategic objectives, ensuring alignment with Road Map & Business Case.Work with Project Management team to track project status and keep project related documents up to dateCreate and maintain project team lists; schedule team meetings, prepare meeting minutes, and assist in organizing team building activitiesEnsure accuracy and quality of all workEnsure project team operates in compliance with established policies & proceduresProvide overall project support to the organization’s team membersMaintain document library & ensure organized structure in placeProvide guidance, instruction, direction, leadership to ensure the Project Plan is followed and make recommendations when variation is requiredProvide status updates to support generation of reports to senior management on a weekly/monthly basis.Support preparation of team communication materialsFacilitate the definition of project missions, goals, tasks, budget and resource requirementsResolve or assist in the resolution of conflicts within and between projects or functional areas.Develop methods to monitor project or area progress; and provide corrective supervision if necessary. Required Qualifications Bachelor’s Degree in Business or Information SystemsPrevious SharePoint migration/upgrade experienceBasic understanding of SharePoint architecture and development best practicesKnowledge of Nintex and/or K2 workflow and forms productsAt least 3 years of project management experienceAnalytical & detail orientedStrong verbal and written communication skillsStrong interpersonal skills with ability to build relationships at all levelsAbility to work with external and internal customers to ensure quality of work; professionalism and customer satisfactionAbility to handle multiple assignments & work independently. How to Apply:  Apply directly or send your resume for consideration to David Parker: Dparker@synergycom.com  Synergy Computer Solutions, Inc., (“Synergy”) is a certified Minority Business Enterprise providing expertise in information technology consulting, outsourced solutions, and strategic staffing. Since 1995, Synergy has been providing quality professional services to address diverse business challenges facing organizations throughout the United States and across the globe. JOIN OUR TEAM: http://synergycom.com/Careers.html  Project Manager"
Project Manager,"US Tech Solutions is seeking a “Project Manager” for a Full Time position with a client in Winston Salem, North Carolina.  Responsibilities:Lead the planning and implementation of complex projects in Supply Chain and/or Manufacturing areas that require input from cross functions.Facilitate the definition of project scope, goals and deliverablesDefine project tasks and resource requirementsDevelop full scale project plansManage project budgetManage project resource allocationPlan and schedule project timelinesTrack project deliverables using appropriate toolsProvide direction and support to project teamQuality assuranceConstantly monitor and report on progress of the project to all stakeholdersPresent reports defining project progress, problems and solutionsImplement and manage project changes and interventions to achieve project outputsProject evaluations and assessment of resultsElevate risks to meet product launches and secure senior management approval to move forwardProactively manage changes in project scope, identify potential challenges, and devise contingency plansHave a thorough understanding of the process and exhibit flexibility and creativity to fine tune timelines to project needsLead global cross-functional team meetings and conduct timely follow-ups to track project deliverables from teamSet and continually manage project expectations and roles throughout project life cycleBe the SME for the junior project managers in project management methodologies and processesHelp identify areas for process improvement and implement new processes on behalf of PMO Requirements:7+ years of experience in the IT/Technology industry3 years direct project management experience with IT application and/or infrastructure projectsEducation:Bachelor’s Degree in Computer Science or related fieldStrong project management skills, including the ability to prioritize work and meet deadlinesStrong planning, organizational and leadership skillsMust have excellent communication skills – verbal and written with business partners, teams and all levels of managementStrong interpersonal skills, including the ability to make effective presentationsProficiency with project managements tools like MS Project, Clarity, Primavera, etc.Knowledge of Project and Software Development Life Cycle (SDLC) methodologies, primarily Waterfall SDLC methodologyAbility to identify system impact for small and large scale initiativesIndependent follow-through ability (attention to detail, monitoring and controlling)Strong meeting facilitation and negotiation skillsExperience with complex integration and conversion project experience including QA lifecycle, implementation and post-prod supportMust have experience on large-scale, enterprise wide/global projectsExperience with projects in one of more of Supply Chain, Manufacturing, Server Operations or Cyber Security is preferred                                                                                               PREFERRED QUALIFICATIONS:PMP (Project Management Professional) CertificationExperience working within an established Program Office environment If you have the described qualifications and are interested in this exciting opportunity, apply today! Benefits of Working with US Tech Solutions: As a US Tech Solutions consultant, we are proud to offer access to the following benefits:Medical and dental insuranceBi-weekly payroll401k planAccount and Delivery Manager for client supportSuccessful re-marketing programReferral program with the opportunity to earn additional income About US Tech Solutions:  US Tech Solutions is a new age leading total talent solutions provider. Our current revenues are in excess of $140 Million annually. Our staffing solutions include multiple labor categories like IT, Scientific, Clinical, Engineering, Finance, and Professional. We currently support over 80 Fortune 500 clients and are a top supplier in various contingent labor programs. We have established a COE for delivery in each labor category. We have multiple customers across verticals including Finance, Pharma, Healthcare, Utility/Energy, Insurance, Public Sector, Telecom and Technology/SI. US Tech recruiters and delivery professionals are highly accomplished career advocates, who get to know you beyond your resume to position you with the opportunities that fit your skills, experience and goals.To learn more about US Tech Solutions and to view all our available career opportunities, please visit us atwww.ustechsolutions.com. “US Tech is an Equal Opportunity Employer” and “US Citizens & all other parties authorized to work in the US are encouraged to apply.”  Thank you for your time. Neha Gupta      US Tech SolutionsTel: 201.932.0878Email: neha.gupta@ustechsolutionsinc.comURL: www.ustechsolutions.com Supply chain,product engineer ,Clarity,Primavera,MS project,Infrastructure,PMP"
Project Manager,"US Tech Solutions is seeking a “Sr. Project Manager” for a 08+ Months Contractposition with a client in Juno Beach, Florida.  Responsibilities:Analyzes business process and practices in an effort to focus the design and implementation of information technology solutions that meet customer needs and business initiatives.Collaborates on an on-going basis with the Programmer/Analysts.Applies advanced analytical skills within functional area. Requirements: At least 5-7 years of experience; prefer candidate who have experience working on projects with SAP/SharePoint;Should have experience using Microsoft Project, Microsoft office suite.Candidate should have project budget experience as they may be responsible for the overall budget for this projectGood communication, written & verbal, client facing If you have the described qualifications and are interested in this exciting opportunity, apply today! Benefits of Working with US Tech Solutions: As a US Tech Solutions consultant, we are proud to offer access to the following benefits:Medical and dental insuranceBi-weekly payroll401k planAccount and Delivery Manager for client supportSuccessful re-marketing programReferral program with the opportunity to earn additional incomeAbout US Tech Solutions:  US Tech Solutions is a new age leading total talent solutions provider. Our current revenues are in excess of $140 Million annually. Our staffing solutions include multiple labor categories like IT, Scientific, Clinical, Engineering, Finance, and Professional. We currently support over 80 Fortune 500 clients and are a top supplier in various contingent labor programs. We have established a COE for delivery in each labor category. We have multiple customers across verticals including Finance, Pharma, Healthcare, Utility/Energy, Insurance, Public Sector, Telecom and Technology/SI. US Tech recruiters and delivery professionals are highly accomplished career advocates, who get to know you beyond your resume to position you with the opportunities that fit your skills, experience and goals. To learn more about US Tech Solutions and to view all our available career opportunities, please visit us at www.ustechsolutions.com.  “US Tech is an Equal Opportunity Employer” and “US Citizens & all other parties authorized to work in the US are encouraged to apply.” Thank you for your time. Subhadeep MukherjeeUS Tech SolutionsTel: 561.510.7173Email: subhadeep.m@ustechsolutionsinc.comURL: www.ustechsolutions.com SAP/SharePoint , Microsoft Project , Microsoft office suite , Budget"
